individual_id,jar,species,treatment,week,final_length,initial_length,final_width,initial_width
3Pu,44,Pacific,7.7C,4,1.74,1.88,1.32,1.35
3Pu,45,Olympia,7.7A0.5,4,1.86,1.83,1.57,1.58
3Pu,45,Pacific,7.7A0.5,4,2.03,2,1.18,1.05
3Pu,46,Olympia,8.0C,4,1.86,1.73,1.45,1.32
3Pu,46,Pacific,8.0C,4,1.56,1.43,1.35,1.11
3Pu,49,Olympia,8.0A0.2,4,1.42,1.46,1.06,1.15
3Pu,49,Pacific,8.0A0.2,4,NA,2.03,NA,1.32
3Pu,56,Olympia,7.7A0.5,4,1.92,1.92,1.51,1.54
3Pu,56,Pacific,7.7A0.5,4,NA,1.39,NA,1.09
3Pu,59,Olympia,7.7C,4,1.99,1.82,1.63,1.95
3Pu,59,Pacific,7.7C,4,1.36,1.39,1.15,1.15
3Pu,62,Olympia,7.7A0.5,4,1.79,1.83,1.6,1.4
3Pu,62,Pacific,7.7A0.5,4,1.3,1.83,0.95,1.09
3Pu,75,Olympia,7.7C,4,2.23,2.23,1.6,2.23
3Pu,75,Pacific,7.7C,4,1.35,1.64,1.24,1.19
3Pu,78,Olympia,8.0C,4,2.07,2.08,1.38,1.41
3Pu,78,Pacific,8.0C,4,1.56,1.62,1.4,1.4
3Pu,80,Olympia,8.0A0.2,4,NA,1.89,NA,1.49
3Pu,80,Pacific,8.0A0.2,4,NA,1.54,NA,1.25
3Pu,82,Olympia,8.0C,4,NA,1.07,NA,0.89
3Pu,82,Pacific,8.0C,4,1.54,1.44,1.03,1.05
3Pu,83,Olympia,7.7A0.2,4,1.5,1.5,1.31,1.31
3Pu,83,Pacific,7.7A0.2,4,1.73,1.63,0.96,1.12
3Pu,85,Olympia,7.7A0.5,4,NA,1.72,NA,1.49
3Pu,85,Pacific,7.7A0.5,4,NA,1.57,NA,1
3Rd,49,Pacific,8.0A0.2,4,NA,1.91,NA,1.31
3Rd,56,Pacific,7.7A0.5,4,NA,1.53,NA,1.19
3Rd,59,Olympia,7.7C,4,1.64,1.97,1.37,1.75
3Rd,59,Pacific,7.7C,4,NA,1.65,NA,1.14
3Rd,62,Olympia,7.7A0.5,4,1.66,1.73,1.27,1.25
3Rd,62,Pacific,7.7A0.5,4,NA,1.26,NA,0.97
3Rd,75,Olympia,7.7C,4,2.11,2.06,1.86,2.06
3Rd,75,Pacific,7.7C,4,NA,1.66,NA,1.09
3Rd,78,Olympia,8.0C,4,2.08,2.16,1.69,1.63
3Rd,78,Pacific,8.0C,4,1.57,1.66,1.47,1.36
3Rd,80,Olympia,8.0A0.2,4,NA,1.38,NA,0.97
3Rd,80,Pacific,8.0A0.2,4,NA,2.04,NA,1.32
3Rd,82,Olympia,8.0C,4,1.48,1.54,1.1,1.16
3Rd,82,Pacific,8.0C,4,NA,1.75,NA,1.34
3Rd,83,Olympia,7.7A0.2,4,1.22,1.22,1.02,1
3Rd,83,Pacific,7.7A0.2,4,1.51,1.5,1.05,1.07
3Rd,85,Olympia,7.7A0.5,4,NA,1.86,NA,1.43
3Rd,85,Pacific,7.7A0.5,4,1.55,1.6,1.18,1.11
3Si,49,Pacific,8.0A0.2,4,NA,1.81,NA,1.07
3Si,56,Pacific,7.7A0.5,4,NA,1.45,NA,1.08
3Si,59,Olympia,7.7C,4,1.71,1.74,1.21,1.23
3Si,59,Pacific,7.7C,4,NA,1.5,NA,1.11
3Si,62,Olympia,7.7A0.5,4,2.23,2.15,1.77,1.66
3Si,62,Pacific,7.7A0.5,4,NA,1.56,NA,1.28
3Si,75,Olympia,7.7C,4,2.11,2.29,1.5,2.29
3Si,75,Pacific,7.7C,4,1.41,1.84,1.03,1.54
3Si,78,Olympia,8.0C,4,NA,1.94,NA,1.72
3Si,78,Pacific,8.0C,4,NA,1.76,NA,1.19
3Si,80,Olympia,8.0A0.2,4,NA,1.31,NA,0.98
3Si,80,Pacific,8.0A0.2,4,NA,1.8,NA,1.35
3Si,82,Olympia,8.0C,4,NA,1.4,NA,1.16
3Si,82,Pacific,8.0C,4,NA,1.63,NA,1.05
3Si,83,Olympia,7.7A0.2,4,NA,1.86,NA,1.25
3Si,83,Pacific,7.7A0.2,4,NA,2.04,NA,1.6
3Si,85,Olympia,7.7A0.5,4,2.16,2.15,1.83,1.82
3Si,85,Pacific,7.7A0.5,4,NA,1.61,NA,1.41
3Wh,14,Pacific,7.7C,4,1.72,NA,1.22,NA
3Wh,31,Pacific,8.0C,4,1.32,1.25,1.23,1.13
3Wh,59,Pacific,7.7C,4,1.37,NA,1.22,NA
3Wh,78,Pacific,8.0C,4,1.86,NA,1.09,NA
1Bk,9,Olympia,7.7C,6,NA,1.28,NA,1.07
1Bk,9,Pacific,7.7C,6,NA,1.76,NA,1.21
1Bk,18,Olympia,7.7A0.2,6,NA,1.74,NA,1.46
1Bk,18,Pacific,7.7A0.2,6,NA,1.17,NA,0.84
1Bk,27,Olympia,7.7C,6,NA,1.45,NA,1.17
1Bk,27,Pacific,7.7C,6,NA,0.88,NA,0.55
1Bk,29,Olympia,8.0A0.2,6,NA,1.3,NA,0.9
1Bk,29,Pacific,8.0A0.2,6,NA,0.91,NA,0.71
1Bk,30,Olympia,7.7C,6,NA,1.24,NA,0.87
1Bk,30,Pacific,7.7C,6,NA,1.2,NA,0.96
1Bk,33,Olympia,7.7A0.5,6,NA,1.28,NA,1.04
1Bk,33,Pacific,7.7A0.5,6,NA,1.33,NA,1
1Bk,34,Olympia,8.0A0.2,6,NA,1.14,NA,0.83
1Bk,35,Olympia,7.7A0.2,6,NA,1.87,NA,1.49
1Bk,35,Pacific,7.7A0.2,6,NA,1.28,NA,0.98
1Bk,36,Olympia,8.0C,6,NA,1.5,NA,1.12
1Bk,36,Pacific,8.0C,6,NA,1.67,NA,0.96
1Bk,37,Olympia,8.0A0.2,6,NA,1.45,NA,1.26
1Bk,37,Pacific,8.0A0.2,6,NA,1.14,NA,0.8
1Bk,48,Olympia,7.7A0.2,6,NA,1.85,NA,1.23
1Bk,48,Pacific,7.7A0.2,6,NA,1.62,NA,1.1
1Bk,50,Olympia,8.0C,6,NA,1.42,NA,1.11
1Bl,9,Olympia,7.7C,6,NA,1.35,NA,1.1
1Bl,9,Pacific,7.7C,6,NA,0.85,NA,0.48
1Bl,18,Olympia,7.7A0.2,6,NA,1.35,NA,1.05
1Bl,18,Pacific,7.7A0.2,6,NA,0.79,NA,0.69
1Bl,27,Olympia,7.7C,6,NA,1.45,NA,1.16
1Bl,27,Pacific,7.7C,6,NA,0.96,NA,0.79
1Bl,29,Olympia,8.0A0.2,6,NA,1.23,NA,0.98
1Bl,29,Pacific,8.0A0.2,6,NA,0.83,NA,0.61
1Bl,30,Olympia,7.7C,6,NA,1.28,NA,1.14
1Bl,30,Pacific,7.7C,6,NA,1.17,NA,0.94
1Bl,33,Olympia,7.7A0.5,6,NA,1.48,NA,1.22
1Bl,33,Pacific,7.7A0.5,6,NA,0.84,NA,0.59
1Bl,34,Olympia,8.0A0.2,6,NA,1.07,NA,0.88
1Bl,35,Olympia,7.7A0.2,6,NA,1.33,NA,1.16
1Bl,35,Pacific,7.7A0.2,6,NA,1.24,NA,0.81
1Bl,36,Olympia,8.0C,6,NA,1.52,NA,1
1Bl,36,Pacific,8.0C,6,NA,1.06,NA,0.72
1Bl,37,Olympia,8.0A0.2,6,NA,1.19,NA,1.07
1Bl,37,Pacific,8.0A0.2,6,NA,1.13,NA,0.79
1Bl,48,Olympia,7.7A0.2,6,NA,1.65,NA,1.3
1Bl,48,Pacific,7.7A0.2,6,NA,1.07,NA,0.81
1Bl,50,Olympia,8.0C,6,NA,1.51,NA,1.1
1Bl,50,Pacific,8.0C,6,NA,1.08,NA,0.7
1Bl,58,Olympia,7.7A0.5,6,NA,1.33,NA,0.92
1Bl,58,Pacific,7.7A0.5,6,NA,1,NA,0.73
1Bl,60,Olympia,7.7C,6,NA,1.41,NA,1.24
1Bl,60,Pacific,7.7C,6,NA,1.1,NA,0.71
1Bl,64,Olympia,7.7A0.2,6,NA,1.63,NA,1.16
1Bl,64,Pacific,7.7A0.2,6,NA,0.92,NA,0.7
1Bl,65,Olympia,8.0C,6,NA,1.35,NA,1.07
1Bl,65,Pacific,8.0C,6,NA,1.14,NA,0.84
1Bl,66,Olympia,8.0C,6,NA,1.27,NA,0.98
1Bl,66,Pacific,8.0C,6,NA,0.95,NA,0.8
1Bl,67,Olympia,8.0C,6,NA,1.75,NA,1.47
1Bl,67,Pacific,8.0C,6,NA,0.91,NA,0.67
1Bl,68,Olympia,7.7A0.5,6,NA,1.62,NA,1.38
1Bl,68,Pacific,7.7A0.5,6,NA,0.91,NA,0.72
1Bl,70,Olympia,8.0A0.2,6,NA,1.39,NA,1.05
1Bl,70,Pacific,8.0A0.2,6,NA,1.1,NA,0.57
1Bl,72,Olympia,7.7A0.5,6,NA,1.19,NA,0.85
1Bl,72,Pacific,7.7A0.5,6,NA,0.95,NA,0.69
1Bl,74,Olympia,8.0A0.2,6,NA,1.49,NA,0.73
1Bl,74,Pacific,8.0A0.2,6,NA,1.35,NA,0.93
1Bl,77,Olympia,7.7C,6,NA,1.62,NA,1.21
1Bl,77,Pacific,7.7C,6,NA,1.4,NA,0.87
1Bl,79,Olympia,7.7A0.5,6,NA,1.06,NA,1
1Bl,79,Pacific,7.7A0.5,6,NA,1.04,NA,0.81
1Bl,84,Olympia,7.7A0.2,6,NA,1.17,NA,0.88
1Gr,9,Olympia,7.7C,6,NA,1.34,NA,0.99
1Gr,9,Pacific,7.7C,6,NA,0.95,NA,0.71
1Gr,18,Olympia,7.7A0.2,6,NA,1.32,NA,0.96
1Gr,18,Pacific,7.7A0.2,6,NA,0.77,NA,0.67
1Gr,27,Olympia,7.7C,6,NA,1.17,NA,0.84
1Gr,27,Pacific,7.7C,6,NA,1.12,NA,0.77
1Gr,29,Olympia,8.0A0.2,6,NA,1.15,NA,0.89
1Gr,29,Pacific,8.0A0.2,6,NA,0.97,NA,0.69
1Gr,30,Olympia,7.7C,6,NA,1.32,NA,0.99
1Gr,30,Pacific,7.7C,6,NA,1.12,NA,0.68
1Gr,33,Olympia,7.7A0.5,6,NA,1.58,NA,1.18
1Gr,33,Pacific,7.7A0.5,6,NA,0.94,NA,0.65
1Gr,34,Olympia,8.0A0.2,6,NA,1.12,NA,0.95
1Gr,35,Olympia,7.7A0.2,6,NA,1.08,NA,0.94
1Gr,35,Pacific,7.7A0.2,6,NA,0.91,NA,0.68
1Gr,36,Olympia,8.0C,6,NA,1.33,NA,1.01
1Gr,36,Pacific,8.0C,6,NA,1.2,NA,0.6
1Gr,37,Olympia,8.0A0.2,6,NA,1.14,NA,0.93
1Gr,37,Pacific,8.0A0.2,6,NA,1.29,NA,0.85
1Gr,48,Olympia,7.7A0.2,6,NA,1.47,NA,1.28
1Gr,48,Pacific,7.7A0.2,6,NA,0.87,NA,0.84
1Gr,50,Olympia,8.0C,6,NA,1.36,NA,0.96
1Gr,50,Pacific,8.0C,6,NA,1.07,NA,0.66
1Gr,58,Olympia,7.7A0.5,6,NA,1.62,NA,1.36
1Gr,58,Pacific,7.7A0.5,6,NA,1.27,NA,0.97
1Gr,60,Olympia,7.7C,6,NA,1.33,NA,0.89
1Gr,60,Pacific,7.7C,6,NA,1.22,NA,0.83
1Gr,64,Olympia,7.7A0.2,6,NA,1.41,NA,1.17
1Gr,64,Pacific,7.7A0.2,6,NA,0.82,NA,0.56
1Gr,65,Olympia,8.0C,6,NA,1.24,NA,0.99
1Gr,65,Pacific,8.0C,6,NA,0.99,NA,0.74
1Gr,66,Olympia,8.0C,6,NA,1.51,NA,1.12
1Gr,66,Pacific,8.0C,6,NA,0.94,NA,0.72
1Gr,67,Olympia,8.0C,6,NA,1.99,NA,1.43
1Gr,67,Pacific,8.0C,6,NA,1.21,NA,0.82
1Gr,68,Olympia,7.7A0.5,6,NA,2.4,NA,1.98
1Gr,68,Pacific,7.7A0.5,6,NA,1.24,NA,0.75
1Gr,70,Olympia,8.0A0.2,6,NA,1.7,NA,1.33
1Gr,70,Pacific,8.0A0.2,6,NA,0.9,NA,0.72
1Gr,72,Olympia,7.7A0.5,6,NA,1.25,NA,0.88
1Gr,72,Pacific,7.7A0.5,6,NA,0.91,NA,0.69
1Gr,74,Olympia,8.0A0.2,6,NA,1.29,NA,0.74
1Gr,74,Pacific,8.0A0.2,6,NA,1.23,NA,1.07
1Gr,77,Olympia,7.7C,6,NA,1.48,NA,1.35
1Gr,77,Pacific,7.7C,6,NA,1.13,NA,0.82
1Gr,79,Olympia,7.7A0.5,6,NA,1.46,NA,1.1
1Gr,79,Pacific,7.7A0.5,6,NA,0.84,NA,0.68
1Gr,84,Olympia,7.7A0.2,6,NA,2.07,NA,1.61
1Gr,84,Pacific,7.7A0.2,6,NA,1.08,NA,0.64
1Or,9,Olympia,7.7C,6,NA,1.27,NA,1.08
1Or,9,Pacific,7.7C,6,NA,1.37,NA,0.84
1Or,18,Olympia,7.7A0.2,6,NA,1.65,NA,1.27
1Or,18,Pacific,7.7A0.2,6,NA,0.95,NA,0.78
1Or,27,Olympia,7.7C,6,NA,1.67,NA,1.32
1Or,27,Pacific,7.7C,6,NA,0.89,NA,0.73
1Or,29,Olympia,8.0A0.2,6,NA,1.3,NA,1.05
1Or,29,Pacific,8.0A0.2,6,NA,0.94,NA,0.74
1Or,30,Olympia,7.7C,6,NA,1.2,NA,0.91
1Or,30,Pacific,7.7C,6,NA,0.92,NA,0.62
1Or,33,Olympia,7.7A0.5,6,NA,1.14,NA,0.97
1Or,33,Pacific,7.7A0.5,6,NA,1.3,NA,0.9
1Or,34,Olympia,8.0A0.2,6,NA,1.2,NA,0.92
1Or,35,Olympia,7.7A0.2,6,NA,1.1,NA,0.98
1Or,35,Pacific,7.7A0.2,6,NA,1.02,NA,0.83
1Or,36,Olympia,8.0C,6,NA,1.22,NA,0.87
1Or,36,Pacific,8.0C,6,NA,1.31,NA,1.2
1Or,37,Olympia,8.0A0.2,6,NA,1.38,NA,1.06
1Or,37,Pacific,8.0A0.2,6,NA,1.18,NA,0.86
1Or,48,Olympia,7.7A0.2,6,NA,1.96,NA,1.74
1Or,48,Pacific,7.7A0.2,6,NA,1.53,NA,1.2
1Or,50,Olympia,8.0C,6,NA,1.38,NA,1.1
1Or,50,Pacific,8.0C,6,NA,1.1,NA,1.04
1Or,58,Olympia,7.7A0.5,6,NA,1.12,NA,1
1Or,58,Pacific,7.7A0.5,6,NA,0.94,NA,0.58
1Or,60,Olympia,7.7C,6,NA,1.41,NA,1.21
1Or,60,Pacific,7.7C,6,NA,1.17,NA,0.7
1Or,64,Olympia,7.7A0.2,6,NA,1.77,NA,1.29
1Or,64,Pacific,7.7A0.2,6,NA,0.79,NA,0.58
1Or,65,Olympia,8.0C,6,NA,1.48,NA,1.07
1Or,65,Pacific,8.0C,6,NA,1,NA,0.69
1Or,66,Olympia,8.0C,6,NA,1.23,NA,1.13
1Or,66,Pacific,8.0C,6,NA,0.91,NA,0.65
1Or,67,Olympia,8.0C,6,NA,1.43,NA,1
1Or,67,Pacific,8.0C,6,NA,1.24,NA,1.16
1Or,68,Olympia,7.7A0.5,6,NA,1.3,NA,1.07
1Or,68,Pacific,7.7A0.5,6,NA,0.76,NA,0.6
1Or,70,Olympia,8.0A0.2,6,NA,1.36,NA,1.46
1Or,70,Pacific,8.0A0.2,6,NA,1.02,NA,0.9
1Or,72,Olympia,7.7A0.5,6,NA,1.37,NA,1.03
1Or,72,Pacific,7.7A0.5,6,NA,0.97,NA,0.7
1Or,74,Olympia,8.0A0.2,6,NA,1.22,NA,0.73
1Or,74,Pacific,8.0A0.2,6,NA,1.28,NA,0.83
1Or,77,Olympia,7.7C,6,NA,1.6,NA,1.15
1Or,77,Pacific,7.7C,6,NA,1.01,NA,0.7
1Or,79,Olympia,7.7A0.5,6,NA,1.26,NA,1.02
1Or,79,Pacific,7.7A0.5,6,NA,1.04,NA,0.79
1Or,84,Olympia,7.7A0.2,6,NA,2.04,NA,1.87
1Or,84,Pacific,7.7A0.2,6,NA,1.02,NA,0.69
1Pk,9,Olympia,7.7C,6,NA,1.15,NA,0.89
1Pk,9,Pacific,7.7C,6,NA,0.85,NA,0.55
1Pk,18,Olympia,7.7A0.2,6,NA,1.46,NA,1.14
1Pk,18,Pacific,7.7A0.2,6,NA,0.87,NA,0.59
1Pk,27,Olympia,7.7C,6,NA,1.5,NA,1.04
1Pk,27,Pacific,7.7C,6,NA,0.93,NA,0.77
1Pk,29,Olympia,8.0A0.2,6,NA,1.26,NA,1.02
1Pk,29,Pacific,8.0A0.2,6,NA,0.81,NA,0.52
1Pk,30,Olympia,7.7C,6,NA,1.21,NA,0.93
1Pk,30,Pacific,7.7C,6,NA,1.06,NA,0.83
1Pk,33,Olympia,7.7A0.5,6,NA,1.71,NA,1.17
1Pk,33,Pacific,7.7A0.5,6,NA,1.06,NA,0.69
1Pk,34,Olympia,8.0A0.2,6,NA,1.18,NA,0.93
1Pk,35,Olympia,7.7A0.2,6,NA,1.4,NA,1.03
1Pk,35,Pacific,7.7A0.2,6,NA,1.5,NA,0.97
1Pk,36,Olympia,8.0C,6,NA,1.26,NA,1
1Pk,36,Pacific,8.0C,6,NA,1.33,NA,0.76
1Pk,37,Olympia,8.0A0.2,6,NA,1.43,NA,0.92
1Pk,37,Pacific,8.0A0.2,6,NA,1.16,NA,0.94
1Pk,48,Olympia,7.7A0.2,6,NA,1.63,NA,1.3
1Pk,48,Pacific,7.7A0.2,6,NA,0.96,NA,0.6
1Pk,50,Olympia,8.0C,6,NA,1.24,NA,1.06
1Pu,9,Olympia,7.7C,6,NA,1.23,NA,0.94
1Pu,9,Pacific,7.7C,6,NA,1.18,NA,0.85
1Pu,18,Olympia,7.7A0.2,6,NA,1.25,NA,1.03
1Pu,18,Pacific,7.7A0.2,6,NA,0.86,NA,0.67
1Pu,27,Olympia,7.7C,6,NA,1.28,NA,0.87
1Pu,27,Pacific,7.7C,6,NA,0.92,NA,0.82
1Pu,29,Olympia,8.0A0.2,6,NA,1.11,NA,0.84
1Pu,29,Pacific,8.0A0.2,6,NA,0.72,NA,0.54
1Pu,30,Olympia,7.7C,6,NA,1.14,NA,0.97
1Pu,30,Pacific,7.7C,6,NA,0.85,NA,0.78
1Pu,33,Olympia,7.7A0.5,6,NA,1.55,NA,1.21
1Pu,33,Pacific,7.7A0.5,6,NA,1.14,NA,0.86
1Pu,34,Olympia,8.0A0.2,6,NA,1.21,NA,0.95
1Pu,35,Olympia,7.7A0.2,6,NA,1.48,NA,1.02
1Pu,35,Pacific,7.7A0.2,6,NA,1.34,NA,1.01
1Pu,36,Olympia,8.0C,6,NA,1.32,NA,1.02
1Pu,36,Pacific,8.0C,6,NA,0.99,NA,0.84
1Pu,37,Olympia,8.0A0.2,6,NA,1.29,NA,0.97
1Pu,37,Pacific,8.0A0.2,6,NA,1.28,NA,1.1
1Pu,48,Olympia,7.7A0.2,6,NA,1.56,NA,1.02
1Pu,48,Pacific,7.7A0.2,6,NA,1.03,NA,0.73
1Pu,50,Olympia,8.0C,6,NA,1.72,NA,1.22
1Pu,50,Pacific,8.0C,6,NA,1,NA,0.64
1Pu,58,Olympia,7.7A0.5,6,NA,1.47,NA,1.07
1Pu,58,Pacific,7.7A0.5,6,NA,1.11,NA,0.87
1Pu,60,Olympia,7.7C,6,NA,1.36,NA,0.9
1Pu,60,Pacific,7.7C,6,NA,1.17,NA,0.65
1Pu,64,Olympia,7.7A0.2,6,NA,1.74,NA,1.52
1Pu,64,Pacific,7.7A0.2,6,NA,0.89,NA,0.7
1Pu,65,Olympia,8.0C,6,NA,1.33,NA,0.93
1Pu,65,Pacific,8.0C,6,NA,0.94,NA,0.75
1Pu,66,Olympia,8.0C,6,NA,1.35,NA,0.99
1Pu,66,Pacific,8.0C,6,NA,0.92,NA,0.63
1Pu,67,Olympia,8.0C,6,NA,1.32,NA,0.95
1Pu,67,Pacific,8.0C,6,NA,1.12,NA,0.78
1Pu,68,Olympia,7.7A0.5,6,NA,2.43,NA,1.9
1Pu,68,Pacific,7.7A0.5,6,NA,1.09,NA,0.77
1Pu,70,Olympia,8.0A0.2,6,NA,1.55,NA,1.12
1Pu,70,Pacific,8.0A0.2,6,NA,0.93,NA,0.72
1Pu,72,Olympia,7.7A0.5,6,NA,1.13,NA,0.85
1Pu,72,Pacific,7.7A0.5,6,NA,0.98,NA,0.56
1Pu,74,Olympia,8.0A0.2,6,NA,1.47,NA,0.84
1Pu,74,Pacific,8.0A0.2,6,NA,1.16,NA,0.72
1Pu,77,Olympia,7.7C,6,NA,1.57,NA,1.21
1Pu,77,Pacific,7.7C,6,NA,1.63,NA,0.88
1Pu,79,Olympia,7.7A0.5,6,NA,1.8,NA,1.52
1Pu,79,Pacific,7.7A0.5,6,NA,1.07,NA,0.79
1Pu,84,Olympia,7.7A0.2,6,NA,1.97,NA,1.79
1Pu,84,Pacific,7.7A0.2,6,NA,1.17,NA,0.7
1Rd,9,Olympia,7.7C,6,NA,1.55,NA,1.24
1Rd,9,Pacific,7.7C,6,NA,1.15,NA,0.76
1Rd,18,Olympia,7.7A0.2,6,NA,1.13,NA,0.98
1Rd,18,Pacific,7.7A0.2,6,NA,1.1,NA,0.83
1Rd,27,Olympia,7.7C,6,NA,1.7,NA,1.28
1Rd,27,Pacific,7.7C,6,NA,0.79,NA,0.72
1Rd,29,Olympia,8.0A0.2,6,NA,1.71,NA,1.46
1Rd,29,Pacific,8.0A0.2,6,NA,1.21,NA,0.63
1Rd,30,Olympia,7.7C,6,NA,1.43,NA,1.1
1Rd,30,Pacific,7.7C,6,NA,1,NA,0.82
1Rd,33,Olympia,7.7A0.5,6,NA,1.4,NA,1.18
1Rd,33,Pacific,7.7A0.5,6,NA,1.16,NA,0.88
1Rd,34,Olympia,8.0A0.2,6,NA,1.16,NA,1.04
1Rd,35,Olympia,7.7A0.2,6,NA,1.7,NA,1.25
1Rd,35,Pacific,7.7A0.2,6,NA,0.81,NA,0.76
1Rd,36,Olympia,8.0C,6,NA,1.46,NA,1.13
1Rd,36,Pacific,8.0C,6,NA,1.6,NA,1.05
1Rd,37,Olympia,8.0A0.2,6,NA,1.46,NA,1.18
1Rd,37,Pacific,8.0A0.2,6,NA,0.95,NA,0.63
1Rd,48,Olympia,7.7A0.2,6,NA,1.87,NA,1.22
1Rd,48,Pacific,7.7A0.2,6,NA,1.29,NA,0.96
1Rd,50,Olympia,8.0C,6,NA,1.49,NA,1.3
1Rd,50,Pacific,8.0C,6,NA,1.2,NA,0.9
1Rd,58,Olympia,7.7A0.5,6,NA,1.24,NA,1.08
1Rd,58,Pacific,7.7A0.5,6,NA,0.9,NA,0.87
1Rd,60,Olympia,7.7C,6,NA,2.09,NA,1.7
1Rd,60,Pacific,7.7C,6,NA,1.12,NA,0.82
1Rd,64,Olympia,7.7A0.2,6,NA,1.77,NA,1.29
1Rd,64,Pacific,7.7A0.2,6,NA,0.85,NA,0.77
1Rd,65,Olympia,8.0C,6,NA,1.32,NA,1.04
1Rd,65,Pacific,8.0C,6,NA,1.11,NA,0.75
1Rd,66,Olympia,8.0C,6,NA,1.34,NA,1.05
1Rd,66,Pacific,8.0C,6,NA,1.23,NA,0.68
1Rd,67,Olympia,8.0C,6,NA,1.32,NA,1.1
1Rd,67,Pacific,8.0C,6,NA,0.98,NA,0.93
1Rd,68,Olympia,7.7A0.5,6,NA,1.56,NA,1.2
1Rd,68,Pacific,7.7A0.5,6,NA,0.88,NA,0.58
1Rd,70,Olympia,8.0A0.2,6,NA,1.56,NA,1.24
1Rd,70,Pacific,8.0A0.2,6,NA,1.16,NA,0.81
1Rd,72,Olympia,7.7A0.5,6,NA,1.32,NA,1.28
1Rd,72,Pacific,7.7A0.5,6,NA,1.06,NA,0.79
1Rd,74,Olympia,8.0A0.2,6,NA,1.18,NA,0.72
1Rd,74,Pacific,8.0A0.2,6,NA,0.88,NA,0.7
1Rd,77,Olympia,7.7C,6,NA,1.65,NA,1.35
1Rd,77,Pacific,7.7C,6,NA,1.5,NA,0.97
1Rd,79,Olympia,7.7A0.5,6,NA,1.34,NA,1.14
1Rd,79,Pacific,7.7A0.5,6,NA,1.32,NA,0.93
1Rd,84,Olympia,7.7A0.2,6,NA,1.6,NA,1.48
1Rd,84,Pacific,7.7A0.2,6,NA,0.98,NA,0.67
1Si,50,Pacific,8.0C,6,NA,1.2,NA,0.77
1Si,58,Olympia,7.7A0.5,6,NA,1.48,NA,1.08
1Si,58,Pacific,7.7A0.5,6,NA,1.14,NA,0.81
1Si,60,Olympia,7.7C,6,NA,1.2,NA,1
1Si,60,Pacific,7.7C,6,NA,1.09,NA,0.84
1Si,64,Olympia,7.7A0.2,6,NA,1.84,NA,1.44
1Si,64,Pacific,7.7A0.2,6,NA,1.73,NA,1.07
1Si,65,Olympia,8.0C,6,NA,1.53,NA,1.07
1Si,65,Pacific,8.0C,6,NA,0.62,NA,0.53
1Si,66,Olympia,8.0C,6,NA,1.5,NA,1.16
1Si,66,Pacific,8.0C,6,NA,1.03,NA,0.82
1Si,67,Olympia,8.0C,6,NA,1.88,NA,1.25
1Si,67,Pacific,8.0C,6,NA,0.8,NA,0.71
1Si,68,Olympia,7.7A0.5,6,NA,1.51,NA,0.98
1Si,68,Pacific,7.7A0.5,6,NA,1.21,NA,0.78
1Si,70,Olympia,8.0A0.2,6,NA,1.45,NA,1.12
1Si,70,Pacific,8.0A0.2,6,NA,1.01,NA,0.66
1Si,72,Olympia,7.7A0.5,6,NA,1.35,NA,1.18
1Si,72,Pacific,7.7A0.5,6,NA,0.79,NA,0.58
1Si,74,Olympia,8.0A0.2,6,NA,1.22,NA,0.78
1Si,74,Pacific,8.0A0.2,6,NA,1.36,NA,0.86
1Si,77,Olympia,7.7C,6,NA,1.44,NA,1.18
1Si,77,Pacific,7.7C,6,NA,1.09,NA,0.73
1Si,79,Olympia,7.7A0.5,6,NA,1.7,NA,1.34
1Si,79,Pacific,7.7A0.5,6,NA,1.05,NA,0.98
1Si,84,Pacific,7.7A0.2,6,NA,1.15,NA,0.84
1Wh,9,Olympia,7.7C,6,NA,1.49,NA,1.07
1Wh,9,Pacific,7.7C,6,NA,1.39,NA,0.86
1Wh,18,Olympia,7.7A0.2,6,NA,1.53,NA,1.35
1Wh,18,Pacific,7.7A0.2,6,NA,1.26,NA,0.97
1Wh,27,Olympia,7.7C,6,NA,1.5,NA,1.09
1Wh,27,Pacific,7.7C,6,NA,0.8,NA,0.63
1Wh,29,Olympia,8.0A0.2,6,NA,1.12,NA,0.94
1Wh,29,Pacific,8.0A0.2,6,NA,0.86,NA,0.66
1Wh,30,Olympia,7.7C,6,NA,1.39,NA,1.21
1Wh,30,Pacific,7.7C,6,NA,1.07,NA,0.8
1Wh,33,Olympia,7.7A0.5,6,NA,1.36,NA,1.16
1Wh,33,Pacific,7.7A0.5,6,NA,1.05,NA,0.89
1Wh,34,Olympia,8.0A0.2,6,NA,1.19,NA,1.02
1Wh,35,Olympia,7.7A0.2,6,NA,1.05,NA,0.93
1Wh,35,Pacific,7.7A0.2,6,NA,1.19,NA,1.02
1Wh,36,Olympia,8.0C,6,NA,1.29,NA,0.91
1Wh,36,Pacific,8.0C,6,NA,1.4,NA,1.19
1Wh,37,Olympia,8.0A0.2,6,NA,1.3,NA,0.92
1Wh,37,Pacific,8.0A0.2,6,NA,1.03,NA,0.71
1Wh,48,Olympia,7.7A0.2,6,NA,1.58,NA,1.16
1Wh,48,Pacific,7.7A0.2,6,NA,1.12,NA,0.84
1Wh,50,Olympia,8.0C,6,NA,1.14,NA,0.89
1Wh,50,Pacific,8.0C,6,NA,1.25,NA,0.93
1Wh,58,Olympia,7.7A0.5,6,NA,1.38,NA,1.01
